file_name, prediction, confidence
 
SINFUL-LSM-0614510100019488_ALT5.jpg, designer shoe, 0.83732
 
ANNABELL85SOP_010003_SIDE.jpg, designer shoe, 0.57960
 
WFFELIXE-1173506690002484_ALT5.jpg, high street shoe, 0.75648
 
JAIDAFLATCGF_0C6944_SIDE.jpg, designer shoe, 0.90292
 
CARRSONSM-0614510100026142_ALT5.jpg, high street shoe, 0.54546
 
HEIRESS-0075500620005625_ALT5.jpg, high street shoe, 0.88923
 
LYNN100UHS_110323_SIDE.jpg, designer shoe, 0.93198
 
GABIEFLATFBG_0C6079_SIDE.jpg, designer shoe, 0.88828
 
OAKLANDFSMS_000721_SIDE.jpg, high street shoe, 0.53629
 
SERENE-1120510110046298_ALT5.jpg, high street shoe, 0.68267
 
WFGUILTT-1173500620006484_ALT5.jpg, high street shoe, 0.53290
 
SNOWFLATWVJ_000078_SIDE.jpg, designer shoe, 0.92369
 
ROMY60CGF_010003_SIDE.jpg, high street shoe, 0.65698
 
DIAMONDFLAK_0C0980_SIDE.jpg, designer shoe, 0.79150
 
WFFOXXY-1173506690001586_ALT5.jpg, high street shoe, 0.79706
 
247ivettegle_champagne_side.jpg, designer shoe, 0.87668
 
MODERNFLATFORM-1243508500011484_ALT5.jpg, designer shoe, 0.56765
 
MIRANDA85SUE_010003_SIDE.jpg, designer shoe, 0.60274
 
SUPER-1320510560003028_ALT5.jpg, high street shoe, 0.70803
 
HUN-0210505960011556_ALT5.jpg, high street shoe, 0.96885
